# SHEtoken Policy Recommendations v2 — 2025
# NOW COVERS: WEI all pillars, GPI, SVI, WEVI, WADI
# Marital rape, conflict SGBV, AI displacement, widow rights,
# period poverty, caste targeting, indigenous women, temple towns
# Every recommendation cites a proven real-world program
# (c) 2026 SHE Foundation
#
country,iso_code,tier,wei_score,priority,pillar,pillar_score,intervention,description,impact,cost,time_to_impact,proven_example,year
Sri Lanka,LKA,2,60.9,4,wadi,30.2,Mandate Women in AI Workforce,30% female quota in public AI projects + STEM scholarships for girls,"WADI AI capture +8, WEI Digital +1.5",low-medium,3-5 years,Germany Parity Act 2015 — 30% female boards. AI-specific: UNESCO AI gender roadmap,2025
Sri Lanka,LKA,2,60.9,5,wadi,30.2,Extend Social Protection to Gig Workers,Portable benefits + unemployment insurance for platform/gig workers,"WADI social protection +15, GPI Social Protection +3.0",medium,1-2 years (law),France auto-entrepreneur + portabilité sociale — 3M gig workers covered,2025
Sri Lanka,LKA,2,60.9,6,wadi,30.2,AI Strategy Gender Inclusion Mandate,Require national AI strategy to include gender impact assessment + women targets,WADI policy score +2.0,very low,immediate,"UNESCO Recommendation on AI Ethics 2021 — 193 countries, gender chapter",2025
Sri Lanka,LKA,2,60.9,7,wadi,30.2,Digital Skills in School Curriculum — Girls Priority,Compulsory coding + AI literacy in schools with girls-first enrollment,"WADI digital gap -10, WEI Digital +2.5",low,2-4 years,"Rwanda Girls in ICT — 50,000 girls trained. Estonia coding curriculum.",2025
Sri Lanka,LKA,2,60.9,8,economic,52.0,Women's Self Help Group Network,Microfinance SHGs with business training and collective bargaining,"WEI Economic +3.0, GPI Wage +1.5",low,2-4 years,"Kudumbashree Kerala — 46 lakh members, half of all Kerala families",2025
Sri Lanka,LKA,2,60.9,1,corporate:caution,,Mandatory Supply Chain Gender Audit,Require all companies sourcing from this country to conduct annual third-party gender audits of Tier 1 suppliers and publish results. Model: EU Corporate Sustainability Due Diligence Directive (CS3D).,"WEI Safety +1.5, GPI Labour +1.0 (enforcement signal)",low (law — companies bear audit cost),1-2 years,"EU CS3D 2024 — mandatory for companies >1,000 employees sourcing from high-risk countries",2025
Sri Lanka,LKA,2,60.9,2,corporate:caution,,Women's Rights Trade Commitment (WRTC) Mandate,Require companies sourcing from CAUTION-rated countries to commit 0.5% of annual contract value to a verified women's NGO in the origin country. Earns SHEtoken WRTC certification.,Direct funding: $283M/year if 1% of US AVOID trade committed,very low (law mandating private sector commitment),immediate,"1% for the Planet — 5,000+ companies, $500M+ donated. Fair Trade Premium — mandatory 1-2% on certified products.",2025
Sri Lanka,LKA,2,60.9,3,corporate:caution,,Female Workforce Data Disclosure,"Require all suppliers to publish: % female workforce, gender pay ratio, female manager %, and maternity policy. Data feeds directly into WEI economic pillar.","WEI Economic +0.5 (transparency signal), GPI Wage +0.5",very low,immediate,"UK Gender Pay Gap Reporting 2017 — 10,000+ companies publishing. Australia Workplace Gender Equality Act reporting.",2025
Colombia,COL,2,59.4,1,economic,50.0,Women's Self Help Group Network,Microfinance SHGs with business training and collective bargaining,"WEI Economic +3.0, GPI Wage +1.5",low,2-4 years,"Kudumbashree Kerala — 46 lakh members, half of all Kerala families",2025
Colombia,COL,2,59.4,2,economic,50.0,Direct Cash Transfer to Women,Unconditional monthly cash directly to women's bank accounts,"WEI Economic +2.5, GPI Income Poverty +3.0",medium,immediate,"Lakshmi Bhandar WB — 24.1M women, ₹1500/month, direct autonomy",2025
Colombia,COL,2,59.4,3,economic,50.0,Equal Pay Legislation + Mandatory Reporting,Require employers to publish gender pay gap + enforce penalties,"WEI Economic +2.5, GPI Wage +3.0",low (law),2-4 years,Iceland Equal Pay Certification 2018 — first country to mandate it,2025
Colombia,COL,2,59.4,4,economic,50.0,Maternity + Shared Parental Leave,Generous shared parental leave — incentivise men to take it,"WEI Economic +1.5, GPI Time Poverty +2.0",medium,immediate (law) + culture shift 3-5 yrs,Sweden 16-month shared leave — men now take 30% of leave days,2025
Colombia,COL,2,59.4,5,economic,50.0,Women's Digital Financial Inclusion,Mobile banking + digital literacy for unbanked women,"WEI Economic +2.0, GPI Financial Inclusion +3.0",low,1-2 years,M-Pesa Kenya women agents — transformed rural financial access,2025
Colombia,COL,2,59.4,6,empowerment,52.0,Gender Quota in Parliament + Local Government,Reserved seats or candidate quotas for women in all legislative bodies,WEI Empowerment +4.0,very low (law change),immediate (law) + 1 election cycle,Rwanda 61% women parliament via quota — highest globally,2025
Colombia,COL,2,59.4,7,empowerment,52.0,Women's Political Leadership Pipeline,"Mentorship, training, networking for women entering public life",WEI Empowerment +1.5,low,3-5 years,UN Women leadership programs — 50+ countries active,2025
Colombia,COL,2,59.4,8,safety_justice,54.0,Domestic Violence Law + One-Stop Centres,"Criminalise DV + integrated centres with legal aid, shelter, counselling",WEI Safety +3.0,low-medium,1-3 years,India Sakhi One-Stop Centres — 700+ operational,2025
Mongolia,MNG,2,58.5,1,economic,52.0,Women's Self Help Group Network,Microfinance SHGs with business training and collective bargaining,"WEI Economic +3.0, GPI Wage +1.5",low,2-4 years,"Kudumbashree Kerala — 46 lakh members, half of all Kerala families",2025
Mongolia,MNG,2,58.5,2,economic,52.0,Direct Cash Transfer to Women,Unconditional monthly cash directly to women's bank accounts,"WEI Economic +2.5, GPI Income Poverty +3.0",medium,immediate,"Lakshmi Bhandar WB — 24.1M women, ₹1500/month, direct autonomy",2025
Mongolia,MNG,2,58.5,3,economic,52.0,Equal Pay Legislation + Mandatory Reporting,Require employers to publish gender pay gap + enforce penalties,"WEI Economic +2.5, GPI Wage +3.0",low (law),2-4 years,Iceland Equal Pay Certification 2018 — first country to mandate it,2025
Mongolia,MNG,2,58.5,4,economic,52.0,Maternity + Shared Parental Leave,Generous shared parental leave — incentivise men to take it,"WEI Economic +1.5, GPI Time Poverty +2.0",medium,immediate (law) + culture shift 3-5 yrs,Sweden 16-month shared leave — men now take 30% of leave days,2025
Mongolia,MNG,2,58.5,5,economic,52.0,Women's Digital Financial Inclusion,Mobile banking + digital literacy for unbanked women,"WEI Economic +2.0, GPI Financial Inclusion +3.0",low,1-2 years,M-Pesa Kenya women agents — transformed rural financial access,2025
Mongolia,MNG,2,58.5,6,safety_justice,52.0,Domestic Violence Law + One-Stop Centres,"Criminalise DV + integrated centres with legal aid, shelter, counselling",WEI Safety +3.0,low-medium,1-3 years,India Sakhi One-Stop Centres — 700+ operational,2025
Mongolia,MNG,2,58.5,7,safety_justice,52.0,Female Police Officers + Gender Training,30% female police target + mandatory DV/SGBV training + women's desks,"WEI Safety +2.0, SVI reporting gap -5%",low,2-3 years,Rwanda 43% female police — highest reporting rates in Africa,2025
Mongolia,MNG,2,58.5,8,safety_justice,52.0,Free Legal Aid for Women's Cases,"Free legal representation for DV, divorce, custody, property disputes",WEI Safety +2.5,low,1-2 years,"SEWA Legal Services Gujarat — 50,000+ cases supported",2025
Mexico,MEX,2,56.9,1,wadi,38.8,Women's AI Reskilling Program,Funded AI/digital skills training targeted at women in high-risk sectors,"WADI reskilling +15, WEI Digital +2.0",medium,1-3 years,"Singapore SkillsFuture — S$500 credit for every adult, targeted at displaced workers",2025
Mexico,MEX,2,56.9,2,wadi,38.8,Garment Sector Just Transition Fund,Brand-funded transition support for garment workers displaced by automation,WADI sector exposure -10 (garment countries),medium (brand-funded),2-5 years,ACT (Action Collaboration Transformation) — multi-brand initiative for living wages via collective bargaining. See: actonlivingwages.com for full signatory list,2025
Mexico,MEX,2,56.9,3,wadi,38.8,Care Economy Wage Parity Policy,Raise minimum wages in care sectors to manufacturing equivalent,"GPI Wage +2.0, WADI care trap -8 pts",medium,immediate (law) + enforcement,"New Zealand Care and Support Worker Pay Equity Settlement 2017 — 55,000 workers, 15-49% pay rise",2025
Mexico,MEX,2,56.9,4,wadi,38.8,Mandate Women in AI Workforce,30% female quota in public AI projects + STEM scholarships for girls,"WADI AI capture +8, WEI Digital +1.5",low-medium,3-5 years,Germany Parity Act 2015 — 30% female boards. AI-specific: UNESCO AI gender roadmap,2025
Mexico,MEX,2,56.9,5,wadi,38.8,Extend Social Protection to Gig Workers,Portable benefits + unemployment insurance for platform/gig workers,"WADI social protection +15, GPI Social Protection +3.0",medium,1-2 years (law),France auto-entrepreneur + portabilité sociale — 3M gig workers covered,2025
Mexico,MEX,2,56.9,6,wadi,38.8,AI Strategy Gender Inclusion Mandate,Require national AI strategy to include gender impact assessment + women targets,WADI policy score +2.0,very low,immediate,"UNESCO Recommendation on AI Ethics 2021 — 193 countries, gender chapter",2025
Mexico,MEX,2,56.9,7,wadi,38.8,Digital Skills in School Curriculum — Girls Priority,Compulsory coding + AI literacy in schools with girls-first enrollment,"WADI digital gap -10, WEI Digital +2.5",low,2-4 years,"Rwanda Girls in ICT — 50,000 girls trained. Estonia coding curriculum.",2025
Mexico,MEX,2,56.9,8,svi,42.7,Marital Rape Criminalisation,Remove marital exemption from rape law — most overdue legal reform globally,"SVI +8.0, WEI Bodily Autonomy +3.5",very low (law),immediate (law) + enforcement culture 5-10 yrs,"Still legal in India, Bangladesh, Pakistan, Indonesia, Egypt, Iran + 16 others. UK criminalised 1991.",2025
Mexico,MEX,2,56.9,1,corporate:caution,,Mandatory Supply Chain Gender Audit,Require all companies sourcing from this country to conduct annual third-party gender audits of Tier 1 suppliers and publish results. Model: EU Corporate Sustainability Due Diligence Directive (CS3D).,"WEI Safety +1.5, GPI Labour +1.0 (enforcement signal)",low (law — companies bear audit cost),1-2 years,"EU CS3D 2024 — mandatory for companies >1,000 employees sourcing from high-risk countries",2025
Mexico,MEX,2,56.9,2,corporate:caution,,Women's Rights Trade Commitment (WRTC) Mandate,Require companies sourcing from CAUTION-rated countries to commit 0.5% of annual contract value to a verified women's NGO in the origin country. Earns SHEtoken WRTC certification.,Direct funding: $283M/year if 1% of US AVOID trade committed,very low (law mandating private sector commitment),immediate,"1% for the Planet — 5,000+ companies, $500M+ donated. Fair Trade Premium — mandatory 1-2% on certified products.",2025
Mexico,MEX,2,56.9,3,corporate:caution,,Female Workforce Data Disclosure,"Require all suppliers to publish: % female workforce, gender pay ratio, female manager %, and maternity policy. Data feeds directly into WEI economic pillar.","WEI Economic +0.5 (transparency signal), GPI Wage +0.5",very low,immediate,"UK Gender Pay Gap Reporting 2017 — 10,000+ companies publishing. Australia Workplace Gender Equality Act reporting.",2025
Rwanda,RWA,2,56.2,1,wadi,37.1,Women's AI Reskilling Program,Funded AI/digital skills training targeted at women in high-risk sectors,"WADI reskilling +15, WEI Digital +2.0",medium,1-3 years,"Singapore SkillsFuture — S$500 credit for every adult, targeted at displaced workers",2025
Rwanda,RWA,2,56.2,2,wadi,37.1,Garment Sector Just Transition Fund,Brand-funded transition support for garment workers displaced by automation,WADI sector exposure -10 (garment countries),medium (brand-funded),2-5 years,ACT (Action Collaboration Transformation) — multi-brand initiative for living wages via collective bargaining. See: actonlivingwages.com for full signatory list,2025
Rwanda,RWA,2,56.2,3,wadi,37.1,Care Economy Wage Parity Policy,Raise minimum wages in care sectors to manufacturing equivalent,"GPI Wage +2.0, WADI care trap -8 pts",medium,immediate (law) + enforcement,"New Zealand Care and Support Worker Pay Equity Settlement 2017 — 55,000 workers, 15-49% pay rise",2025
Rwanda,RWA,2,56.2,4,wadi,37.1,Mandate Women in AI Workforce,30% female quota in public AI projects + STEM scholarships for girls,"WADI AI capture +8, WEI Digital +1.5",low-medium,3-5 years,Germany Parity Act 2015 — 30% female boards. AI-specific: UNESCO AI gender roadmap,2025
Rwanda,RWA,2,56.2,5,wadi,37.1,Extend Social Protection to Gig Workers,Portable benefits + unemployment insurance for platform/gig workers,"WADI social protection +15, GPI Social Protection +3.0",medium,1-2 years (law),France auto-entrepreneur + portabilité sociale — 3M gig workers covered,2025
Rwanda,RWA,2,56.2,6,wadi,37.1,AI Strategy Gender Inclusion Mandate,Require national AI strategy to include gender impact assessment + women targets,WADI policy score +2.0,very low,immediate,"UNESCO Recommendation on AI Ethics 2021 — 193 countries, gender chapter",2025
Rwanda,RWA,2,56.2,7,wadi,37.1,Digital Skills in School Curriculum — Girls Priority,Compulsory coding + AI literacy in schools with girls-first enrollment,"WADI digital gap -10, WEI Digital +2.5",low,2-4 years,"Rwanda Girls in ICT — 50,000 girls trained. Estonia coding curriculum.",2025
Rwanda,RWA,2,56.2,8,economic,48.0,Women's Self Help Group Network,Microfinance SHGs with business training and collective bargaining,"WEI Economic +3.0, GPI Wage +1.5",low,2-4 years,"Kudumbashree Kerala — 46 lakh members, half of all Kerala families",2025
Turkey,TUR,2,56.2,1,empowerment,48.0,Gender Quota in Parliament + Local Government,Reserved seats or candidate quotas for women in all legislative bodies,WEI Empowerment +4.0,very low (law change),immediate (law) + 1 election cycle,Rwanda 61% women parliament via quota — highest globally,2025
Turkey,TUR,2,56.2,2,empowerment,48.0,Women's Political Leadership Pipeline,"Mentorship, training, networking for women entering public life",WEI Empowerment +1.5,low,3-5 years,UN Women leadership programs — 50+ countries active,2025
Turkey,TUR,2,56.2,3,safety_justice,50.0,Domestic Violence Law + One-Stop Centres,"Criminalise DV + integrated centres with legal aid, shelter, counselling",WEI Safety +3.0,low-medium,1-3 years,India Sakhi One-Stop Centres — 700+ operational,2025
Turkey,TUR,2,56.2,4,safety_justice,50.0,Female Police Officers + Gender Training,30% female police target + mandatory DV/SGBV training + women's desks,"WEI Safety +2.0, SVI reporting gap -5%",low,2-3 years,Rwanda 43% female police — highest reporting rates in Africa,2025
Turkey,TUR,2,56.2,5,safety_justice,50.0,Free Legal Aid for Women's Cases,"Free legal representation for DV, divorce, custody, property disputes",WEI Safety +2.5,low,1-2 years,"SEWA Legal Services Gujarat — 50,000+ cases supported",2025
Turkey,TUR,2,56.2,6,economic,52.0,Women's Self Help Group Network,Microfinance SHGs with business training and collective bargaining,"WEI Economic +3.0, GPI Wage +1.5",low,2-4 years,"Kudumbashree Kerala — 46 lakh members, half of all Kerala families",2025
